{0: 'ReplicaExchange_SwapSuccessRatio', 1: 'ReplicaExchange_CurrentTemp', 2: 'score', 3: 'ReplicaExchange_MaxTempFrequency', 4: 'ReplicaExchange_MinTempFrequency', 'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_IMP_VERSIONS': "{'PMI_VERSION': '2.3.1', 'IMP_VERSION': '2.3.1'}", 'STAT2HEADER_ENVIRON': "{'SGE_STDIN_PATH': '/dev/null', 'SGE_JOB_SPOOL_DIR': '/var/spool/sge/qb3cell/ad2/active_jobs/8955499.1', 'UPSTART_EVENTS': 'runlevel', 'ENVIRONMENT': 'BATCH', 'NHOSTS': '1', 'OMPI_MCA_orte_num_nodes': '1', 'OMPI_MCA_orte_app_num': '0', 'previous': 'N', 'CONSOLETYPE': 'vt', 'SHELL': '/bin/bash', 'PREVLEVEL': 'N', 'LANGSH_SOURCED': '1', 'UPSTART_INSTANCE': '', 'runlevel': '3', 'SGE_STDERR_PATH': '/netapp/home/saxen/bmi206_final_project/nup84_cv0/scripts/nup84.isd.modeling500_batchsubmit.sh.e8955499', 'JOB_ID': '8955499', 'PYTHONPATH': '/salilab/diva1/home/imp/master/2.3.1/lib/fastmpi', 'REQUEST': 'nup84.isd.modeling500_batchsubmit.sh', 'SGE_CLUSTER_NAME': 'qb3cluster', 'SGE_TASK_STEPSIZE': 'undefined', 'HOSTNAME': 'ad2', 'OMPI_MCA_orte_ess_num_procs': '6', 'SELINUX_LEVEL_REQUESTED': '', 'SGE_O_HOST': 'chef', 'RUNLEVEL': '3', 'MAIL': '/var/spool/mail/saxen', 'MPI_INCLUDE': '/netopt/mpi/openmpi-1.6.5-nodlopen/include', 'SSH_CONNECTION': '24.4.149.176 58609 169.230.126.5 22', 'SGE_STDOUT_PATH': '/netapp/home/saxen/bmi206_final_project/nup84_cv0/scripts/nup84.isd.modeling500_batchsubmit.sh.o8955499', 'SGE_O_SHELL': '/bin/bash', 'PE_HOSTFILE': '/var/spool/sge/qb3cell/ad2/active_jobs/8955499.1/pe_hostfile', 'OMPI_MCA_orte_num_restarts': '0', 'LESSOPEN': '||/usr/bin/lesspipe.sh %s', 'CVS_RSH': 'ssh', 'USER': 'saxen', 'HOME': '/netapp/home/saxen', 'SHLVL': '2', 'JOB_NAME': 'nup84.isd.modeling500_batchsubmit.sh', 'OMPI_MCA_orte_local_daemon_uri': '3174891520.0;tcp://172.19.17.2:50345', 'PE': 'ompi', 'NQUEUES': '2', 'JOB_SCRIPT': '/var/spool/sge/qb3cell/ad2/job_scripts/8955499', 'MODULESHOME': '/usr/share/Modules', 'SGE_ROOT': '/usr/local/sge', 'OMPI_MCA_orte_ess_node_rank': '3', 'OMPI_COMM_WORLD_NODE_RANK': '3', 'UPSTART_JOB': 'rc', 'SGE_O_HOME': '/netapp/home/saxen', 'OMPI_COMM_WORLD_LOCAL_SIZE': '6', 'TMPDIR': '/tmp/8955499.1.long.q', 'MODULEPATH': '/diva1/home/modules/:/netapp/home/saxen/privatemodules/:/usr/share/Modules/modulefiles:/etc/modulefiles', 'OMPI_MCA_orte_cpu_model': 'AMD Opteron(tm) Processor 6174', 'SGE_BINARY_PATH': '/usr/local/sge/bin/linux-x64', 'LS_COLORS': 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=01;05;37;41:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arj=01;31:*.taz=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.zip=01;31:*.z=01;31:*.Z=01;31:*.dz=01;31:*.gz=01;31:*.lz=01;31:*.xz=01;31:*.bz2=01;31:*.tbz=01;31:*.tbz2=01;31:*.bz=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.rar=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.jpg=01;35:*.jpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.axv=01;35:*.anx=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=01;36:*.au=01;36:*.flac=01;36:*.mid=01;36:*.midi=01;36:*.mka=01;36:*.mp3=01;36:*.mpc=01;36:*.ogg=01;36:*.ra=01;36:*.wav=01;36:*.axa=01;36:*.oga=01;36:*.spx=01;36:*.xspf=01;36:', 'OMPI_MCA_orte_hnp_uri': '3174891520.0;tcp://172.19.17.2:50345', 'OMPI_COMM_WORLD_SIZE': '6', '_LMFILES_': '/etc/modulefiles/openmpi-1.6-nodlopen:/diva1/home/modules//sali-libraries-x86_64:/diva1/home/modules//imp-fast-mpi/2.3.1-x86_64', 'TMP': '/tmp/8955499.1.long.q', 'RESTARTED': '0', 'SGE_O_MAIL': '/var/spool/mail/saxen', 'QUEUE': 'long.q', 'SELINUX_USE_CURRENT_RANGE': '', 'SGE_TASK_FIRST': 'undefined', 'MPI_BIN': '/netopt/mpi/openmpi-1.6.5-nodlopen/bin', 'HISTSIZE': '1000', 'LD_LIBRARY_PATH': '/salilab/diva1/home/imp/master/2.3.1/lib/fastmpi:/salilab/diva1/home/libs/x86_64:/netopt/mpi/openmpi-1.6.5-nodlopen/lib', 'MPI_LIB': '/netopt/mpi/openmpi-1.6.5-nodlopen/lib', 'LANG': 'en_US.UTF-8', 'G_BROKEN_FILENAMES': '1', 'SGE_CWD_PATH': '/netapp/home/saxen/bmi206_final_project/nup84_cv0/scripts', '_': '/netopt/mpi/openmpi-1.6.5-nodlopen/bin/mpirun', 'OMPI_MCA_orte_precondition_transports': 'ef3a478576d739bc-bd61132803f6e325', 'SGE_TASK_ID': 'undefined', 'MPI_SYSCONFIG': '/netopt/mpi/openmpi-1.6.5-nodlopen/etc', 'SELINUX_ROLE_REQUESTED': '', 'OMPI_COMM_WORLD_LOCAL_RANK': '3', 'BASH_FUNC_module()': '() {  eval `/usr/bin/modulecmd bash $*`\\n}', 'OMPI_UNIVERSE_SIZE': '6', 'OMPI_COMM_WORLD_RANK': '3', 'SSH_TTY': '/dev/pts/41', 'OMPI_MCA_mpi_yield_when_idle': '0', 'SGE_CELL': 'qb3cell', 'OMPI_MCA_ess': 'env', 'OMPI_MCA_shmem_RUNTIME_QUERY_hint': 'mmap', 'NSLOTS': '6', 'OMPI_MCA_orte_ess_vpid': '3', 'REQNAME': 'nup84.isd.modeling500_batchsubmit.sh', 'SSH_CLIENT': '24.4.149.176 58609 22', 'LOGNAME': 'saxen', 'SGE_QMASTER_PORT': '6444', 'PATH': '/salilab/diva1/home/imp/master/2.3.1/bin/fastmpi:/netopt/mpi/openmpi-1.6.5-nodlopen/bin:/usr/local/sge/bin/linux-x64:/tmp/8955499.1.long.q:/usr/local/sge/bin/linux-x86:/usr/local/bin:/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/sbin:/netapp/home/saxen/bin:/netapp/home/saxen/bin', 'OMPI_MCA_orte_ess_jobid': '3174891521', 'SGE_O_WORKDIR': '/netapp/home/saxen/bmi206_final_project/nup84_cv0/scripts', 'TERM': 'ansi', 'SGE_O_PATH': '/usr/local/sge/bin/linux-x86:/usr/local/bin:/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/sbin:/netapp/home/saxen/bin', 'OPAL_OUTPUT_STDERR_FD': '34', 'SGE_ACCOUNT': 'sge', 'SGE_EXECD_PORT': '6445', 'ROSETTADIR': '/netapp/home/thompson/Rosetta/rosetta_2014.35', 'OMPI_MCA_orte_cpu_type': 'AuthenticAMD', 'MPI_HOME': '/netopt/mpi/openmpi-1.6.5-nodlopen', 'KRB5CCNAME': 'FILE:/tmp/krb5cc_60484_VVpK9q', 'SGE_O_LOGNAME': 'saxen', 'WISECONFIGDIR': '/usr/share/wise2/', 'SGE_ARCH': 'linux-x64', 'SGE_TASK_LAST': 'undefined', 'LOADEDMODULES': 'openmpi-1.6-nodlopen:sali-libraries-x86_64:imp-fast-mpi/2.3.1-x86_64', 'SGE_RSH_COMMAND': 'builtin', 'HISTCONTROL': 'ignoredups', 'PWD': '/netapp/home/saxen/bmi206_final_project/nup84_cv0/scripts', 'ARC': 'linux-x64', 'MPI_MAN': '/netopt/mpi/openmpi-1.6.5-nodlopen/share/man'}"} 
{0: '0', 1: '1.73286211491', 2: 1270678.7602760571, 3: '0', 4: '0'} 
{0: '1.0', 1: '1.44269990921', 2: 1126704.8462129261, 3: '0.0', 4: '0.0'} 
{0: '1.0', 1: '1.2011244297', 2: 886162.05008368264, 3: '0.0', 4: '0.0'} 
{0: '0.666666666667', 1: '1.2011244297', 2: 784941.37318532285, 3: '0.0', 4: '0.0'} 
{0: '0.5', 1: '1.2011244297', 2: 635661.74893000477, 3: '0.0', 4: '0.0'} 
{0: '0.4', 1: '1.2011244297', 2: 490304.24338429736, 3: '0.0', 4: '0.0'} 
{0: '0.333333333333', 1: '1.2011244297', 2: 419352.59441217716, 3: '0.0', 4: '0.0'} 
{0: '0.285714285714', 1: '1.2011244297', 2: 298984.75962320011, 3: '0.0', 4: '0.0'} 
{0: '0.25', 1: '1.2011244297', 2: 223300.78776650963, 3: '0.0', 4: '0.0'} 
{0: '0.222222222222', 1: '1.2011244297', 2: 180921.19708928047, 3: '0.0', 4: '0.0'} 
{0: '0.2', 1: '1.2011244297', 2: 135106.889068997, 3: '0.0', 4: '0.0'} 
{0: '0.181818181818', 1: '1.2011244297', 2: 93976.563008175886, 3: '0.0', 4: '0.0'} 
{0: '0.166666666667', 1: '1.2011244297', 2: 77167.60782119933, 3: '0.0', 4: '0.0'} 
{0: '0.153846153846', 1: '1.2011244297', 2: 49530.810331850815, 3: '0.0', 4: '0.0'} 
{0: '0.142857142857', 1: '1.2011244297', 2: 32031.971252771302, 3: '0.0', 4: '0.0'} 
{0: '0.133333333333', 1: '1.2011244297', 2: 15306.179265043213, 3: '0.0', 4: '0.0'} 
{0: '0.125', 1: '1.2011244297', 2: 6918.2474833206043, 3: '0.0', 4: '0.0'} 
{0: '0.117647058824', 1: '1.2011244297', 2: 2882.8698126396143, 3: '0.0', 4: '0.0'} 
{0: '0.111111111111', 1: '1.2011244297', 2: 1133.0108468271048, 3: '0.0', 4: '0.0'} 
{0: '0.105263157895', 1: '1.2011244297', 2: 540.29676690764711, 3: '0.0', 4: '0.0'} 
{0: '0.1', 1: '1.2011244297', 2: 514.69357978822438, 3: '0.0', 4: '0.0'} 
{0: '0.0952380952381', 1: '1.2011244297', 2: 504.76102891133547, 3: '0.0', 4: '0.0'} 
{0: '0.0909090909091', 1: '1.2011244297', 2: 519.10711528412912, 3: '0.0', 4: '0.0'} 
{0: '0.0869565217391', 1: '1.2011244297', 2: 506.82611797082654, 3: '0.0', 4: '0.0'} 
{0: '0.0833333333333', 1: '1.2011244297', 2: 500.34385621577945, 3: '0.0', 4: '0.0'} 
{0: '0.08', 1: '1.2011244297', 2: 498.71672786694734, 3: '0.0', 4: '0.0'} 
{0: '0.0769230769231', 1: '1.2011244297', 2: 505.02521981999331, 3: '0.0', 4: '0.0'} 
{0: '0.0740740740741', 1: '1.2011244297', 2: 508.03973885084531, 3: '0.0', 4: '0.0'} 
{0: '0.0714285714286', 1: '1.2011244297', 2: 501.23278959357521, 3: '0.0', 4: '0.0'} 
{0: '0.0689655172414', 1: '1.2011244297', 2: 490.36060387662786, 3: '0.0', 4: '0.0'} 
{0: '0.0666666666667', 1: '1.2011244297', 2: 492.23712651813213, 3: '0.0', 4: '0.0'} 
{0: '0.0645161290323', 1: '1.2011244297', 2: 479.85847814939353, 3: '0.0', 4: '0.0'} 
{0: '0.0625', 1: '1.2011244297', 2: 476.23751940376343, 3: '0.0', 4: '0.0'} 
{0: '0.0606060606061', 1: '1.2011244297', 2: 475.87856691498342, 3: '0.0', 4: '0.0'} 
{0: '0.0588235294118', 1: '1.2011244297', 2: 480.01269984984691, 3: '0.0', 4: '0.0'} 
{0: '0.0571428571429', 1: '1.2011244297', 2: 471.8901597131113, 3: '0.0', 4: '0.0'} 
{0: '0.0555555555556', 1: '1.2011244297', 2: 481.99249599240846, 3: '0.0', 4: '0.0'} 
{0: '0.0540540540541', 1: '1.2011244297', 2: 464.73247783046605, 3: '0.0', 4: '0.0'} 
{0: '0.0526315789474', 1: '1.2011244297', 2: 457.56345236931577, 3: '0.0', 4: '0.0'} 
{0: '0.0512820512821', 1: '1.2011244297', 2: 468.75299972712963, 3: '0.0', 4: '0.0'} 
{0: '0.05', 1: '1.2011244297', 2: 458.87941495700358, 3: '0.0', 4: '0.0'} 
{0: '0.0487804878049', 1: '1.2011244297', 2: 456.32583761567776, 3: '0.0', 4: '0.0'} 
{0: '0.047619047619', 1: '1.2011244297', 2: 452.49679979838112, 3: '0.0', 4: '0.0'} 
{0: '0.046511627907', 1: '1.2011244297', 2: 461.48334511942488, 3: '0.0', 4: '0.0'} 
{0: '0.0454545454545', 1: '1.2011244297', 2: 453.30463560196733, 3: '0.0', 4: '0.0'} 
{0: '0.0444444444444', 1: '1.2011244297', 2: 456.24727569722006, 3: '0.0', 4: '0.0'} 
{0: '0.0434782608696', 1: '1.2011244297', 2: 444.70847451150115, 3: '0.0', 4: '0.0'} 
{0: '0.0425531914894', 1: '1.2011244297', 2: 453.12423113427116, 3: '0.0', 4: '0.0'} 
{0: '0.0416666666667', 1: '1.2011244297', 2: 443.11655555869822, 3: '0.0', 4: '0.0'} 
{0: '0.0408163265306', 1: '1.2011244297', 2: 445.44869541055539, 3: '0.0', 4: '0.0'} 
{0: '0.04', 1: '1.2011244297', 2: 450.58699459271111, 3: '0.0', 4: '0.0'} 
{0: '0.0392156862745', 1: '1.2011244297', 2: 449.77079196103386, 3: '0.0', 4: '0.0'} 
{0: '0.0384615384615', 1: '1.2011244297', 2: 417.34810665286165, 3: '0.0', 4: '0.0'} 
{0: '0.0566037735849', 1: '1.0', 2: 389.46764748239343, 3: '0.0', 4: '0.0'} 
{0: '0.0555555555556', 1: '1.0', 2: 394.49177398663142, 3: '0.0', 4: '0.0185185185185'} 
{0: '0.0545454545455', 1: '1.0', 2: 386.22240444252589, 3: '0.0', 4: '0.0363636363636'} 
{0: '0.0535714285714', 1: '1.0', 2: 384.60760804493538, 3: '0.0', 4: '0.0535714285714'} 
{0: '0.0526315789474', 1: '1.0', 2: 379.43153209158038, 3: '0.0', 4: '0.0701754385965'} 
{0: '0.051724137931', 1: '1.0', 2: 378.56350063272293, 3: '0.0', 4: '0.0862068965517'} 
{0: '0.0508474576271', 1: '1.0', 2: 382.32392862648067, 3: '0.0', 4: '0.101694915254'} 
{0: '0.05', 1: '1.0', 2: 390.16421798173684, 3: '0.0', 4: '0.116666666667'} 
{0: '0.0491803278689', 1: '1.0', 2: 380.287323680903, 3: '0.0', 4: '0.131147540984'} 
{0: '0.0483870967742', 1: '1.0', 2: 375.37697164543863, 3: '0.0', 4: '0.145161290323'} 
{0: '0.047619047619', 1: '1.0', 2: 370.91010385734023, 3: '0.0', 4: '0.15873015873'} 
{0: '0.046875', 1: '1.0', 2: 372.37309648448741, 3: '0.0', 4: '0.171875'} 
{0: '0.0461538461538', 1: '1.0', 2: 362.60751733239778, 3: '0.0', 4: '0.184615384615'} 
{0: '0.0454545454545', 1: '1.0', 2: 363.76356514949839, 3: '0.0', 4: '0.19696969697'} 
{0: '0.044776119403', 1: '1.0', 2: 362.29465246139705, 3: '0.0', 4: '0.208955223881'} 
{0: '0.0441176470588', 1: '1.0', 2: 360.33476056857671, 3: '0.0', 4: '0.220588235294'} 
{0: '0.0434782608696', 1: '1.0', 2: 360.16832927722629, 3: '0.0', 4: '0.231884057971'} 
{0: '0.0428571428571', 1: '1.0', 2: 359.16447293105449, 3: '0.0', 4: '0.242857142857'} 
{0: '0.0422535211268', 1: '1.0', 2: 358.0934276541293, 3: '0.0', 4: '0.253521126761'} 
{0: '0.0416666666667', 1: '1.0', 2: 362.25468251332785, 3: '0.0', 4: '0.263888888889'} 
{0: '0.041095890411', 1: '1.0', 2: 350.84461482148816, 3: '0.0', 4: '0.27397260274'} 
{0: '0.0405405405405', 1: '1.0', 2: 360.42241596861879, 3: '0.0', 4: '0.283783783784'} 
{0: '0.04', 1: '1.0', 2: 354.08974205139447, 3: '0.0', 4: '0.293333333333'} 
{0: '0.0394736842105', 1: '1.0', 2: 353.42581771106632, 3: '0.0', 4: '0.302631578947'} 
{0: '0.038961038961', 1: '1.0', 2: 365.79892703616071, 3: '0.0', 4: '0.311688311688'} 
{0: '0.0384615384615', 1: '1.0', 2: 358.23978830901456, 3: '0.0', 4: '0.320512820513'} 
{0: '0.0379746835443', 1: '1.0', 2: 350.95694534246184, 3: '0.0', 4: '0.329113924051'} 
{0: '0.0375', 1: '1.0', 2: 355.99322645488007, 3: '0.0', 4: '0.3375'} 
{0: '0.037037037037', 1: '1.0', 2: 349.40805493704153, 3: '0.0', 4: '0.345679012346'} 
{0: '0.0365853658537', 1: '1.0', 2: 350.6440365239531, 3: '0.0', 4: '0.353658536585'} 
{0: '0.0361445783133', 1: '1.0', 2: 347.56332847318959, 3: '0.0', 4: '0.361445783133'} 
{0: '0.0357142857143', 1: '1.0', 2: 347.07158107429666, 3: '0.0', 4: '0.369047619048'} 
{0: '0.0352941176471', 1: '1.0', 2: 356.06381940663789, 3: '0.0', 4: '0.376470588235'} 
{0: '0.0348837209302', 1: '1.0', 2: 360.08575237358298, 3: '0.0', 4: '0.383720930233'} 
